Target_genes	ATF3|Average	SRX190245|A549	SRX2207915|CS1AN	SRX2207916|CS1AN	SRX2207917|CS1AN	SRX2207918|CS1AN	SRX1759184|Dermal_fibroblast	SRX1759186|Dermal_fibroblast	SRX109484|GBM1-HAM	SRX100553|GM12878	SRX1384025|HCT_116	SRX1384026|HCT_116	SRX1384029|HCT_116	SRX190213|HCT_116	SRX100548|Hep_G2	SRX100557|hESC_H1	SRX100425|K-562	SRX150471|K-562	STRING
SLC2A6	13.764706	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0
PIP5K1B	13.764706	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0
OLFM1	13.764706	0	0	0	0	137	0	0	0	0	0	0	0	97	0	0	0	0	0
KRTAP12-2	13.764706	0	0	87	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
DDX4	13.764706	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0
CPE	13.764706	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0
C1R	13.764706	73	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF40	13.764706	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0
ACOT8	13.764706	0	0	0	0	143	0	0	0	0	0	0	0	91	0	0	0	0	0
ABCA1	13.764706	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF615	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
RSPO4	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
REEP2	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
NNAT	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
MICAL1	13.705882	0	0	0	0	142	0	0	0	0	0	0	0	91	0	0	0	0	0
GPAT2	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
GCHFR	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM149A	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
FA2H	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
COX8C	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
COLCA2	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
CARD11	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNB4	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
CABLES1	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf198	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
ARHGEF4	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
ACTN1	13.705882	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0
UGT2B7	13.647059	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPAN15	13.647059	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
ST8SIA4	13.647059	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
SCGN	13.647059	0	0	55	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0
RCN3	13.647059	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMA3	13.647059	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
PCGF3	13.647059	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
NSG2	13.647059	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0
LONRF3	13.647059	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0
KL	13.647059	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
GABRB1	13.647059	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
FRRS1L	13.647059	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0
DDR2	13.647059	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0
AGT	13.647059	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0
UHRF2	13.588235	0	0	0	0	158	0	0	0	0	0	0	0	73	0	0	0	0	0
TIRAP	13.588235	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0
SIX1	13.588235	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0
PALMD	13.588235	0	0	0	0	0	0	121	110	0	0	0	0	0	0	0	0	0	0
MAB21L2	13.588235	0	0	89	0	142	0	0	0	0	0	0	0	0	0	0	0	0	0
KRT23	13.588235	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0
DIRAS3	13.588235	0	0	80	0	151	0	0	0	0	0	0	0	0	0	0	0	0	0
DENND10	13.588235	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0
CHRFAM7A	13.588235	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNG8	13.588235	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0
AXIN2	13.588235	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF600	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
WNT6	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC43A2	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
SF3B3	13.529412	0	0	0	0	113	0	0	0	0	0	0	0	117	0	0	0	0	0
PRSS3	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
PAXIP1	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
MYB	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
KLF14	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA5	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
ICAM1	13.529412	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	125	0	0
FERD3L	13.529412	0	0	63	0	167	0	0	0	0	0	0	0	0	0	0	0	0	0
FAT4	13.529412	0	0	0	0	141	0	0	0	0	0	0	0	89	0	0	0	0	0
DNAJC15	13.529412	0	0	84	0	146	0	0	0	0	0	0	0	0	0	0	0	0	0
CBLC	13.529412	0	0	0	0	140	0	0	0	0	0	0	0	90	0	0	0	0	0
BRDT	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS14	13.529412	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
TGM2	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC1A1	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
SKI	13.470588	0	0	0	0	152	0	0	0	0	77	0	0	0	0	0	0	0	0
SGPP2	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL11	13.470588	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0
PTGDR	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
NEU2	13.470588	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0
LOXL1	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
IFIT5	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
HORMAD2	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
HDGFL1	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
GRAMD1B	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA6L3	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
FRMD8	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
FHOD3	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
DOCK6	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A2	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
COL4A1	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
CLIC6	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
CHM	13.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	76	0	153	0	0
C4orf48	13.470588	82	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0
C1orf146	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL2A1	13.470588	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0
ARL6IP5	13.470588	0	0	0	0	130	0	0	0	0	0	0	0	99	0	0	0	0	0
AGBL4	13.470588	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0	0	0
VSTM4	13.411765	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM114	13.411765	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0
TCF24	13.411765	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0
SSTR2	13.411765	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0
PAIP2B	13.411765	0	0	0	0	151	0	0	0	0	77	0	0	0	0	0	0	0	0
GPR150	13.411765	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0
GALNTL6	13.411765	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0
CSTF2	13.411765	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	148	0	0
ZCCHC24	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM215	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
SPATA32	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
RGPD3	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
PSMB8	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNH6	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
HENMT1	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
FST	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
EYA4	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
DENND2A	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAP2	13.352941	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF439	13.294118	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0
STRN4	13.294118	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A4	13.294118	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0
OAF	13.294118	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0
NPTXR	13.294118	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0
MMP1	13.294118	0	0	0	0	0	0	106	120	0	0	0	0	0	0	0	0	0	0
HSPB2	13.294118	0	0	0	0	163	0	63	0	0	0	0	0	0	0	0	0	0	0
H3C10	13.294118	0	0	0	0	125	0	0	0	0	0	0	0	101	0	0	0	0	0
FKRP	13.294118	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0
CRYAB	13.294118	0	0	0	0	163	0	63	0	0	0	0	0	0	0	0	0	0	0
CLEC11A	13.294118	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0
ARSJ	13.294118	0	0	108	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0
AKAP12	13.294118	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCG4	13.294118	0	0	0	0	226	0	0	0	0	0	0	0	0	0	0	0	0	0
TRMT12	13.235294	0	0	0	0	0	0	0	0	0	83	0	0	142	0	0	0	0	0
TNFRSF13C	13.235294	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	150	0	0
TMEM191C	13.235294	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	96	0	0
TANGO2	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
SP110	13.235294	0	0	105	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0
SHOC1	13.235294	0	0	0	0	139	0	0	0	0	0	0	0	86	0	0	0	0	0
RNF217	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
PROSER2	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
PPP1R1A	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
POTEB	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
PFKL	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
MTUS2	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
KCNA1	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
KANK3	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
HRK	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
GFI1	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM3B	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM221A	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
CD8B2	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNB2	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
BCL11B	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
ATG4D	13.235294	0	0	0	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0
ARMCX2	13.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0	0
TNFRSF11B	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM221	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
TKTL2	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
ST3GAL1	13.176471	0	0	0	0	140	0	0	0	0	0	0	0	84	0	0	0	0	0
SLC38A11	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
SGSM1	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
RBPMS2	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
PROK2	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
PREX2	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
PLCXD3	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
PF4V1	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
PDPN	13.176471	0	0	0	0	105	0	0	119	0	0	0	0	0	0	0	0	0	0
PAH	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
NPNT	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
LGALS1	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
LAMA4	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
KIT	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXB13	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
HELZ	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
FCHO1	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
DIRAS2	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE9	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
CTAGE6	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
COLEC10	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
CFTR	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
CFAP161	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
C2CD6	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
C14orf39	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
BRI3BP	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
BID	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
ASCL1	13.176471	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0
TUB	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
TM4SF1	13.117647	128	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0
SPINT1	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPING1	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
SDC1	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
RNASET2	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
RABL6	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
PRRG4	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
MARK4	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
CGAS	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
CAPN3	13.117647	0	0	110	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
ASPN	13.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	0	0
APOB	13.117647	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0
AHNAK2	13.117647	0	0	0	0	81	0	0	0	0	142	0	0	0	0	0	0	0	0
ZFX	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0
STPG4	13.058824	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
SPDYA	13.058824	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC45A2	13.058824	0	0	89	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
SBSPON	13.058824	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
NXN	13.058824	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
NEUROG2	13.058824	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
HEY2	13.058824	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
EBP	13.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	222	0	0
CYRIA	13.058824	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
CRISP2	13.058824	0	0	89	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0
CADPS2	13.058824	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0
UCP1	13.000000	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0
TMEM243	13.000000	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0
SUN3	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0
SPIN3	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0
PAGE4	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0
MFAP5	13.000000	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0
LRRK1	13.000000	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0
LFNG	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0
HSF4	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0
FBLN7	13.000000	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0
CHP2	13.000000	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0
ATP10A	13.000000	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0
ASS1	13.000000	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF285	12.941176	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0
ZCCHC10	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
TOX2	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
TMTC1	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
TCN1	12.941176	0	0	0	0	0	0	0	0	0	104	0	116	0	0	0	0	0	0
SLC7A8	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC37A1	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
RPL10L	12.941176	0	0	128	0	92	0	0	0	0	0	0	0	0	0	0	0	0	0
NKAIN1	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
KIF5A	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
ECHS1	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
CES4A	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
ARFGEF1	12.941176	0	0	0	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF347	12.882353	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0
STX1A	12.882353	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0
KANK4	12.882353	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0
GPRIN1	12.882353	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0
FBP1	12.882353	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0
CYC1	12.882353	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0	0	0	0
CATIP	12.882353	106	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0
ZNF329	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A10	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
SELENON	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
RNF144A	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
RARRES1	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
POM121L2	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
OXCT2	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
LOC100131107	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
H3-4	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
GDF6	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
FASTK	12.823529	0	0	0	0	114	0	0	0	0	0	0	0	104	0	0	0	0	0
DNASE1	12.823529	0	0	0	0	0	0	0	0	0	106	0	0	112	0	0	0	0	0
CNN2	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
CACNA2D1	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
ADORA1	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
ADAMTS20	12.823529	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF528	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
VWCE	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
TSPYL6	12.764706	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	115	0	0
SRGAP3	12.764706	0	0	100	0	0	0	0	0	0	117	0	0	0	0	0	0	0	0
SMPD2	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
SCN4B	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
SCARF2	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
RASL10B	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
PPIL6	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
PHRF1	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
MBD6	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
HOXC11	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
CYTIP	12.764706	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0
CELSR2	12.764706	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0
ZP3	12.705882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	0	0
STAG3	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINA1	12.705882	0	0	0	0	0	0	0	0	0	132	0	0	84	0	0	0	0	0
RUBCNL	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
PHKA2	12.705882	0	0	118	0	0	0	0	0	0	0	0	0	98	0	0	0	0	0
PGF	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
PDE4C	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
NDUFB4	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
MSC	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
INAFM1	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
HSPB1	12.705882	0	0	0	0	121	0	0	0	0	0	0	0	95	0	0	0	0	0
HOXA10	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
GPC2	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8R	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
GOLGA8A	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
GDAP1L1	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM217A	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM106C	12.705882	0	0	88	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0
DLG5	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
C6orf201	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
AVPR1B	12.705882	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF91	12.647059	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0
SAPCD2	12.647059	0	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0
RPS24	12.647059	0	0	0	0	117	0	0	0	0	98	0	0	0	0	0	0	0	0
