Target_genes	MYBL2|Average	SRX4680620|A-673	SRX14963950|A549	SRX14963951|A549	SRX040562|HeLa	SRX040563|HeLa	SRX10478355|Hep_G2	SRX10478356|Hep_G2	SRX190332|Hep_G2	SRX734308|HMEC	SRX3322026|K-562	SRX3322027|K-562	SRX5242427|LNCAP	SRX5242428|LNCAP	SRX5242429|LNCAP	SRX5242430|LNCAP	SRX4213900|MCF_10A	SRX4213901|MCF_10A	STRING
MAML3	14.235294	90	0	0	0	0	0	152	0	0	0	0	0	0	0	0	0	0	0
MACIR	14.235294	163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	79	0	0
FAM43B	14.235294	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0
FAM204A	14.235294	109	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0
ZC3H12C	14.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	112	0
XPO4	14.176471	147	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0	0
UBE2G2	14.176471	154	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0
SMYD3	14.176471	0	0	0	0	0	0	86	92	0	0	63	0	0	0	0	0	0	0
SLC39A5	14.176471	0	0	0	0	0	0	91	150	0	0	0	0	0	0	0	0	0	0
RIC1	14.176471	137	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0
NOD1	14.176471	142	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0
JAK1	14.176471	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	112	0	0
FAAP20	14.176471	128	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0
DDX58	14.176471	0	0	0	0	0	0	96	145	0	0	0	0	0	0	0	0	0	0
DDX3X	14.176471	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	153	0	0
ANKRD53	14.176471	0	0	0	0	0	0	122	119	0	0	0	0	0	0	0	0	0	0
TBC1D16	14.117647	0	0	0	0	0	0	144	96	0	0	0	0	0	0	0	0	0	0
RPL10	14.117647	0	0	0	0	0	0	154	86	0	0	0	0	0	0	0	0	0	0
PHLDB1	14.117647	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NDFIP2	14.117647	0	0	0	0	0	0	105	135	0	0	0	0	0	0	0	0	0	0
MLXIP	14.117647	101	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0
FGG	14.117647	0	0	0	0	0	0	78	162	0	0	0	0	0	0	0	0	0	0
CLGN	14.117647	0	0	0	0	0	0	110	130	0	0	0	0	0	0	0	0	0	0
CCDC40	14.117647	0	0	0	0	0	0	144	96	0	0	0	0	0	0	0	0	0	0
URI1	14.058824	127	0	0	0	0	0	112	0	0	0	0	0	0	0	0	0	0	0
SLC1A3	14.058824	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SELENOO	14.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	131	0
ROPN1L	14.058824	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	132	0	0
PRNP	14.058824	0	0	0	0	0	0	140	99	0	0	0	0	0	0	0	0	0	0
MTA3	14.058824	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0
MRM1	14.058824	0	0	0	0	0	0	102	137	0	0	0	0	0	0	0	0	0	0
KCNG3	14.058824	0	0	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0
IGFBP5	14.058824	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM104B	14.058824	0	0	0	0	0	0	112	127	0	0	0	0	0	0	0	0	0	0
ERF	14.058824	142	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0
CD302	14.058824	0	0	0	0	0	72	167	0	0	0	0	0	0	0	0	0	0	0
TUBB3	14.000000	238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SUSD2	14.000000	0	0	0	0	0	0	130	108	0	0	0	0	0	0	0	0	0	0
SSR4	14.000000	0	0	0	0	0	0	111	127	0	0	0	0	0	0	0	0	0	0
SLCO2B1	14.000000	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0	0	0
RSPRY1	14.000000	76	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0
PTPN18	14.000000	0	0	0	0	0	0	99	139	0	0	0	0	0	0	0	0	0	0
PSME3IP1	14.000000	76	0	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0
IDH3G	14.000000	0	0	0	0	0	0	111	127	0	0	0	0	0	0	0	0	0	0
HK2	14.000000	109	0	0	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0
FMO4	14.000000	0	0	0	0	0	0	102	136	0	0	0	0	0	0	0	0	0	0
FAM210B	14.000000	0	0	0	0	0	0	145	93	0	0	0	0	0	0	0	0	0	0
PICK1	13.941176	0	0	0	0	0	124	113	0	0	0	0	0	0	0	0	0	0	0
LACTB	13.941176	0	0	0	0	0	0	126	111	0	0	0	0	0	0	0	0	0	0
GYG2	13.941176	0	0	0	0	0	136	101	0	0	0	0	0	0	0	0	0	0	0
FIGLA	13.941176	0	0	0	0	0	0	97	140	0	0	0	0	0	0	0	0	0	0
ARHGEF5	13.941176	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC17A2	13.882353	0	0	0	0	0	0	86	150	0	0	0	0	0	0	0	0	0	0
SELENOW	13.882353	0	0	0	0	0	0	107	129	0	0	0	0	0	0	0	0	0	0
F2R	13.882353	150	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0
BBS9	13.882353	128	0	0	0	0	0	108	0	0	0	0	0	0	0	0	0	0	0
ATP6V0C	13.882353	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UBTD1	13.823529	141	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0
TTC39A	13.823529	0	0	0	0	0	0	0	130	0	0	105	0	0	0	0	0	0	0
TMCC2	13.823529	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0
RELL2	13.823529	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NBPF3	13.823529	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MMS19	13.823529	141	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0
LHPP	13.823529	142	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0
LDHB	13.823529	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITPRIP	13.823529	133	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0
HEATR3	13.823529	0	0	0	0	0	0	145	90	0	0	0	0	0	0	0	0	0	0
HDAC3	13.823529	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
DPY19L1	13.823529	155	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
CEP126	13.823529	0	0	0	0	0	0	122	113	0	0	0	0	0	0	0	0	0	0
TSPAN3	13.764706	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PAQR7	13.764706	0	0	0	0	0	0	147	87	0	0	0	0	0	0	0	0	0	0
MESP2	13.764706	0	0	0	0	0	100	134	0	0	0	0	0	0	0	0	0	0	0
MACROD1	13.764706	154	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
GSE1	13.764706	0	0	0	0	0	0	121	0	0	113	0	0	0	0	0	0	0	0
FOXK1	13.764706	140	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0
CRTAP	13.764706	138	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0
ULK1	13.705882	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC7A2	13.705882	161	0	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0
RICTOR	13.705882	142	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0	0	0
PITPNC1	13.705882	69	0	0	0	0	0	164	0	0	0	0	0	0	0	0	0	0	0
KCNJ11	13.705882	0	0	0	0	0	0	123	110	0	0	0	0	0	0	0	0	0	0
GPX4	13.705882	118	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0
CRNDE	13.705882	114	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF214	13.647059	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0
TRIM16L	13.647059	119	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0
THUMPD2	13.647059	0	0	0	0	0	0	114	118	0	0	0	0	0	0	0	0	0	0
SLC2A1	13.647059	137	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0
SENP3	13.647059	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NLRP14	13.647059	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0	0	0
MAP1B	13.647059	0	0	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0
LYPLA1	13.647059	63	0	0	0	0	0	83	86	0	0	0	0	0	0	0	0	0	0
HAS3	13.647059	0	0	0	0	0	0	0	91	0	0	141	0	0	0	0	0	0	0
F5	13.647059	0	0	0	0	0	0	82	150	0	0	0	0	0	0	0	0	0	0
APPL2	13.647059	128	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0
ZNF324	13.588235	128	0	0	0	0	0	103	0	0	0	0	0	0	0	0	0	0	0
THBS1	13.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0
SVIL	13.588235	0	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0
RAPH1	13.588235	108	0	0	0	0	0	0	123	0	0	0	0	0	0	0	0	0	0
PELO	13.588235	0	0	0	0	0	0	101	130	0	0	0	0	0	0	0	0	0	0
ODF2L	13.588235	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OAZ2	13.588235	144	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0
MAN1A2	13.588235	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ITGA1	13.588235	0	0	0	0	0	0	101	130	0	0	0	0	0	0	0	0	0	0
IFIT5	13.588235	147	0	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0
FBXL14	13.588235	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72	0
DEPDC5	13.588235	135	0	0	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0
CCDC89	13.588235	0	0	0	0	0	0	231	0	0	0	0	0	0	0	0	0	0	0
ACTR10	13.588235	132	0	0	0	0	0	99	0	0	0	0	0	0	0	0	0	0	0
TCOF1	13.529412	95	0	0	0	0	0	135	0	0	0	0	0	0	0	0	0	0	0
TACC2	13.529412	0	0	0	0	0	0	0	102	0	0	0	0	0	0	0	128	0	0
SLC2A4RG	13.529412	0	0	0	0	0	0	0	144	0	0	86	0	0	0	0	0	0	0
SDC4	13.529412	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
OXTR	13.529412	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0
MBNL3	13.529412	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0
KLHL25	13.529412	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNHIT1	13.470588	0	0	0	0	0	0	90	139	0	0	0	0	0	0	0	0	0	0
ZMYM3	13.470588	0	0	0	0	0	0	118	0	0	0	111	0	0	0	0	0	0	0
ZC3HAV1L	13.470588	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TSC22D4	13.470588	158	0	0	0	0	0	0	71	0	0	0	0	0	0	0	0	0	0
SEC16B	13.470588	0	0	0	0	0	0	97	132	0	0	0	0	0	0	0	0	0	0
PLOD3	13.470588	0	0	0	0	0	0	90	139	0	0	0	0	0	0	0	0	0	0
NECTIN3	13.470588	0	0	0	0	0	0	111	118	0	0	0	0	0	0	0	0	0	0
MAPK3	13.470588	135	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0	0	0
LZTS2	13.470588	110	0	0	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0
KLHL8	13.470588	118	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0
KCTD14	13.470588	0	0	0	0	0	0	82	147	0	0	0	0	0	0	0	0	0	0
IGSF23	13.470588	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0
GADD45GIP1	13.470588	0	0	0	0	0	0	100	129	0	0	0	0	0	0	0	0	0	0
FNDC4	13.470588	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0
EIF4EBP1	13.470588	114	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0
CARMIL3	13.470588	0	0	0	0	0	0	115	114	0	0	0	0	0	0	0	0	0	0
BAD	13.470588	229	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFN	13.411765	0	0	0	0	0	0	0	105	0	0	0	0	0	0	0	123	0	0
PLAAT5	13.411765	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0	0
PIAS3	13.411765	92	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0
NT5DC3	13.411765	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NSMAF	13.411765	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIPAL2	13.411765	0	0	0	0	0	0	114	114	0	0	0	0	0	0	0	0	0	0
FYN	13.411765	103	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0
C1QTNF6	13.411765	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BRPF3	13.411765	131	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0
BLMH	13.411765	159	0	0	0	0	0	69	0	0	0	0	0	0	0	0	0	0	0
SSH2	13.352941	154	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
RAB28	13.352941	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0
PIEZO1	13.352941	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0
MOSPD2	13.352941	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0
GGT7	13.352941	0	0	0	0	0	63	164	0	0	0	0	0	0	0	0	0	0	0
FUNDC1	13.352941	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0
FANCB	13.352941	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0
EFCAB5	13.352941	154	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0
ZNF607	13.294118	0	0	0	0	0	0	129	97	0	0	0	0	0	0	0	0	0	0
STARD3	13.294118	0	0	0	0	0	125	101	0	0	0	0	0	0	0	0	0	0	0
RIMBP3	13.294118	0	0	0	0	0	0	129	97	0	0	0	0	0	0	0	0	0	0
NUP210	13.294118	0	0	0	0	0	0	0	81	0	0	145	0	0	0	0	0	0	0
MARVELD1	13.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	108	0
FEZ2	13.294118	0	0	0	0	0	0	123	103	0	0	0	0	0	0	0	0	0	0
ZNF883	13.235294	0	0	0	0	0	90	135	0	0	0	0	0	0	0	0	0	0	0
ZNF586	13.235294	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PLA2G6	13.235294	0	0	0	0	0	71	154	0	0	0	0	0	0	0	0	0	0	0
MISP3	13.235294	0	0	0	0	0	0	113	112	0	0	0	0	0	0	0	0	0	0
KIAA1217	13.235294	0	0	0	0	0	0	128	97	0	0	0	0	0	0	0	0	0	0
DPF1	13.235294	136	0	0	0	0	0	89	0	0	0	0	0	0	0	0	0	0	0
COL1A1	13.235294	0	0	0	0	0	0	116	109	0	0	0	0	0	0	0	0	0	0
ABTB2	13.235294	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ZNF493	13.176471	0	0	0	0	0	0	103	121	0	0	0	0	0	0	0	0	0	0
TREX1	13.176471	75	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0
C8B	13.176471	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0
ANXA5	13.176471	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	0
VAX2	13.117647	122	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0
TUBB	13.117647	148	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0
TCF20	13.117647	0	0	0	0	0	0	133	90	0	0	0	0	0	0	0	0	0	0
RRNAD1	13.117647	0	0	0	0	0	0	121	102	0	0	0	0	0	0	0	0	0	0
RNF2	13.117647	161	0	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0
PRPF39	13.117647	138	0	0	0	0	0	85	0	0	0	0	0	0	0	0	0	0	0
PALMD	13.117647	0	0	0	0	0	0	123	100	0	0	0	0	0	0	0	0	0	0
NEIL2	13.117647	155	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0
LAMB2	13.117647	0	0	0	0	0	0	101	122	0	0	0	0	0	0	0	0	0	0
ISG20L2	13.117647	0	0	0	0	0	0	121	102	0	0	0	0	0	0	0	0	0	0
HSPA12A	13.117647	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM186A	13.117647	0	0	0	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0
ENTPD4	13.117647	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	0
ENO4	13.117647	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
VILL	13.058824	0	0	0	0	0	0	114	108	0	0	0	0	0	0	0	0	0	0
SCO2	13.058824	84	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0
PPP1R9A	13.058824	0	0	0	0	0	0	81	141	0	0	0	0	0	0	0	0	0	0
OTUB2	13.058824	136	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0
MSANTD3	13.058824	95	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0	0	0
H1-0	13.058824	0	0	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0
ATP6V0A2	13.058824	135	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0
UBTF	13.000000	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0
TRNP1	13.000000	0	0	0	0	0	0	78	143	0	0	0	0	0	0	0	0	0	0
TPGS2	13.000000	0	0	0	0	0	0	105	116	0	0	0	0	0	0	0	0	0	0
PDSS1	13.000000	137	0	0	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0
MIF4GD	13.000000	0	0	0	0	0	113	0	108	0	0	0	0	0	0	0	0	0	0
METTL24	13.000000	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0
DPM3	13.000000	115	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0
DENND3	13.000000	0	0	0	0	0	0	123	98	0	0	0	0	0	0	0	0	0	0
CYP4F11	13.000000	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0
APRT	13.000000	0	0	0	0	0	0	137	84	0	0	0	0	0	0	0	0	0	0
ZNF674	12.941176	0	0	0	0	0	0	135	85	0	0	0	0	0	0	0	0	0	0
ZNF345	12.941176	0	0	0	0	0	0	131	89	0	0	0	0	0	0	0	0	0	0
TMEM219	12.941176	118	0	0	0	0	0	0	102	0	0	0	0	0	0	0	0	0	0
TES	12.941176	106	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0
RAB4B	12.941176	110	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0
KIDINS220	12.941176	113	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0
IQCN	12.941176	0	0	0	0	0	0	69	151	0	0	0	0	0	0	0	0	0	0
GPER1	12.941176	0	0	0	0	0	0	104	116	0	0	0	0	0	0	0	0	0	0
FBXO6	12.941176	0	0	0	0	0	99	121	0	0	0	0	0	0	0	0	0	0	0
FBLN1	12.941176	0	0	0	0	0	0	156	64	0	0	0	0	0	0	0	0	0	0
FAM189B	12.941176	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CRIM1	12.941176	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0
CHID1	12.941176	88	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0
CEP85L	12.941176	0	0	0	0	0	0	69	0	0	0	151	0	0	0	0	0	0	0
CCND3	12.941176	0	0	0	0	0	0	96	124	0	0	0	0	0	0	0	0	0	0
USP34	12.882353	0	0	0	0	0	0	96	123	0	0	0	0	0	0	0	0	0	0
RUFY3	12.882353	0	0	0	0	0	0	102	117	0	0	0	0	0	0	0	0	0	0
RSPH4A	12.882353	119	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	0
PSMG4	12.882353	0	0	0	0	0	0	119	100	0	0	0	0	0	0	0	0	0	0
LPIN2	12.882353	106	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0
HOOK1	12.882353	0	0	0	0	0	0	100	119	0	0	0	0	0	0	0	0	0	0
CISD3	12.882353	0	0	0	0	0	0	0	141	0	0	0	0	0	0	0	0	78	0
ACSS3	12.882353	0	0	0	0	0	0	94	125	0	0	0	0	0	0	0	0	0	0
ZNF91	12.823529	0	0	0	0	0	0	66	152	0	0	0	0	0	0	0	0	0	0
SEC14L5	12.823529	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0	0
COMMD3-BMI1	12.823529	0	0	0	0	0	0	66	152	0	0	0	0	0	0	0	0	0	0
COMMD3	12.823529	0	0	0	0	0	0	66	152	0	0	0	0	0	0	0	0	0	0
CHRNA5	12.823529	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CEMIP2	12.823529	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
BDH2	12.823529	0	0	0	0	0	0	105	113	0	0	0	0	0	0	0	0	0	0
ARRDC2	12.823529	125	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0
ZRSR2	12.764706	0	0	0	0	0	0	0	132	0	0	0	0	0	0	0	0	85	0
NPFFR2	12.764706	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0
IQANK1	12.764706	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0
GCH1	12.764706	0	0	0	0	0	0	114	103	0	0	0	0	0	0	0	0	0	0
FGF1	12.764706	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FBXW4	12.764706	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM83H	12.764706	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0	0
EVA1B	12.764706	0	0	0	0	0	101	116	0	0	0	0	0	0	0	0	0	0	0
CMTM8	12.764706	0	0	0	0	0	0	102	115	0	0	0	0	0	0	0	0	0	0
TEX264	12.705882	0	0	0	0	0	0	100	116	0	0	0	0	0	0	0	0	0	0
SQOR	12.705882	0	0	0	0	0	0	113	103	0	0	0	0	0	0	0	0	0	0
SLC25A38	12.705882	111	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0
PIP4K2A	12.705882	0	0	0	0	0	118	98	0	0	0	0	0	0	0	0	0	0	0
MPDZ	12.705882	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0
MIXL1	12.705882	0	0	0	0	0	0	75	141	0	0	0	0	0	0	0	0	0	0
DERL1	12.705882	102	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0
BRWD3	12.705882	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0
ATP9B	12.705882	138	0	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0	0
AP1S2	12.705882	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0	0	0
AP1B1	12.705882	136	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0	0	0
AMN	12.705882	0	0	0	0	0	0	100	116	0	0	0	0	0	0	0	0	0	0
SLIT2	12.647059	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SEC24B	12.647059	105	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0
LIFR	12.647059	118	0	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0
FHIT	12.647059	0	0	0	0	0	0	110	105	0	0	0	0	0	0	0	0	0	0
ZNF708	12.588235	148	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0
RNF138	12.588235	89	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0
PLIN3	12.588235	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
INSIG1	12.588235	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CARMIL2	12.588235	0	0	0	0	0	0	115	99	0	0	0	0	0	0	0	0	0	0
TAF4	12.529412	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NUAK2	12.529412	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0
KLHDC8B	12.529412	0	0	0	0	0	0	85	128	0	0	0	0	0	0	0	0	0	0
COL4A6	12.529412	0	0	0	0	0	0	86	127	0	0	0	0	0	0	0	0	0	0
COL4A5	12.529412	0	0	0	0	0	0	86	127	0	0	0	0	0	0	0	0	0	0
ACVR2A	12.529412	123	0	0	0	0	0	0	90	0	0	0	0	0	0	0	0	0	0
SMIM5	12.470588	0	0	0	0	0	0	76	136	0	0	0	0	0	0	0	0	0	0
SAA1	12.470588	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0
RPS6KC1	12.470588	0	0	0	0	0	111	101	0	0	0	0	0	0	0	0	0	0	0
PPP1R42	12.470588	0	0	0	0	0	0	122	90	0	0	0	0	0	0	0	0	0	0
NEIL1	12.470588	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MTARC1	12.470588	0	0	0	0	0	0	104	108	0	0	0	0	0	0	0	0	0	0
GNL3L	12.470588	0	0	0	0	0	0	128	84	0	0	0	0	0	0	0	0	0	0
CEP170B	12.470588	0	0	0	0	0	0	126	86	0	0	0	0	0	0	0	0	0	0
ADGRG7	12.470588	0	0	0	0	0	0	98	114	0	0	0	0	0	0	0	0	0	0
ZNF563	12.411765	0	0	0	0	0	0	89	122	0	0	0	0	0	0	0	0	0	0
ZNF445	12.411765	136	0	0	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0
SLC25A39	12.411765	0	0	0	0	0	116	95	0	0	0	0	0	0	0	0	0	0	0
SLC25A37	12.411765	97	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0	0	0
SIRT7	12.411765	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SERPINH1	12.411765	134	0	0	0	0	0	0	77	0	0	0	0	0	0	0	0	0	0
NRARP	12.411765	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
MGAT5	12.411765	0	0	0	0	0	0	97	114	0	0	0	0	0	0	0	0	0	0
GLYCTK	12.411765	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GKAP1	12.411765	0	0	0	0	0	0	126	85	0	0	0	0	0	0	0	0	0	0
ELL2	12.411765	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	89	0
DSTN	12.411765	0	0	0	0	0	0	125	86	0	0	0	0	0	0	0	0	0	0
SMPDL3A	12.352941	0	0	0	0	0	0	86	124	0	0	0	0	0	0	0	0	0	0
SLC10A7	12.352941	0	0	0	0	0	0	95	115	0	0	0	0	0	0	0	0	0	0
SCX	12.352941	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PEX7	12.352941	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NAALAD2	12.352941	0	0	0	0	0	0	132	78	0	0	0	0	0	0	0	0	0	0
